congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
116,House,21348,47,11,NC,200,,,"MEADOWS, Mark",M001187,1959,,0.605,-0.201,-132.76565,0.81396,645,60,,0.587,-0.209
116,House,21349,47,2,NC,200,,,"HOLDING, George E.B.",H001065,1968,,0.604,0.165,-81.25937,0.89069,702,33,,0.534,0.272
116,House,21543,47,6,NC,200,,,"WALKER, Bradley Mark",W000819,1969,,0.641,0.017,-80.78866,0.89115,701,33,,0.671,0.14
116,House,21544,47,7,NC,200,,,"ROUZER, David",R000603,1972,,0.579,0.15,-115.95596,0.86523,801,51,,0.544,0.116
116,House,21545,47,12,NC,100,,,"ADAMS, Alma",A000370,1946,,-0.466,0.014,-15.18984,0.98088,787,5,,-0.429,-0.061
116,House,21708,47,13,NC,200,,,"BUDD, Theodore Paul",B001305,1971,,0.676,-0.152,-114.20832,0.86603,794,46,,0.659,-0.132
116,House,21986,47,9,NC,200,,,"BISHOP, Dan",B001311,1964,,0.813,0.005,-22.65764,0.93123,318,10,,0.858,0.058
116,House,21987,47,3,NC,200,,,"MURPHY, Gregory Francis",M001210,1963,,0.532,-0.059,-46.58874,0.86645,325,21,,0.594,0.058
116,House,29546,47,3,NC,200,,,"JONES, Walter Beaman, Jr.",J000255,1943,,0.244,-0.362,,,,,,,
116,House,21901,36,1,ND,200,,,"ARMSTRONG, Kelly",A000377,1976,,0.475,0.011,-134.94361,0.84206,785,65,,0.466,0.036
116,House,15029,24,9,OH,100,,,"KAPTUR, Marcia Carolyn (Marcy)",K000009,1946,,-0.35,0.109,-24.53314,0.96942,790,7,,-0.432,0.277
116,House,20342,24,10,OH,200,,,"TURNER, Michael R.",T000463,1960,,0.273,0.212,-110.35146,0.871,799,36,,0.307,0.259
116,House,20343,24,13,OH,100,,,"RYAN, Timothy J.",R000577,1973,,-0.403,0.213,-19.8257,0.97032,658,9,,-0.363,0.037
116,House,20738,24,4,OH,200,,,"JORDAN, Jim",J000289,1964,,0.719,-0.214,-93.45442,0.88922,796,38,,0.768,-0.193
116,House,20755,24,5,OH,200,,,"LATTA, Robert E.",L000566,1956,,0.517,0.264,-64.53896,0.92341,810,16,,0.511,0.337
116,House,20941,24,11,OH,100,,,"FUDGE, Marcia L.",F000455,1952,,-0.581,0.14,-40.29551,0.94728,744,14,,-0.552,0.306
116,House,21162,24,6,OH,200,,,"JOHNSON, Bill",J000292,1954,,0.428,0.27,-76.34087,0.90855,796,33,,0.426,0.424
116,House,21163,24,15,OH,200,,,"STIVERS, Steve",S001187,1965,,0.3,0.269,-127.19868,0.84645,763,56,,0.304,0.271
116,House,21165,24,7,OH,200,,,"GIBBS, Bob",G000563,1954,,0.474,0.316,-93.24145,0.8876,782,35,,0.506,0.465
116,House,21351,24,2,OH,200,,,"WENSTRUP, Brad",W000815,1958,,0.548,0.188,-93.13987,0.88852,788,36,,0.517,0.244
116,House,21352,24,3,OH,100,,,"BEATTY, Joyce",B001281,1950,,-0.432,0.059,-15.80659,0.97981,775,4,,-0.474,-0.095
116,House,21353,24,14,OH,200,,,"JOYCE, David",J000295,1957,,0.262,0.269,-110.02222,0.87106,797,39,,0.284,0.248
116,House,21564,24,8,OH,200,,,"DAVIDSON, Warren",D000626,1970,,0.693,-0.37,-171.05122,0.80707,798,82,,0.676,-0.42
116,House,21759,24,12,OH,200,,,"BALDERSON, Troy",B001306,1962,,0.413,0.444,-80.98001,0.90486,810,37,,0.418,0.477
116,House,21924,24,16,OH,200,,,"GONZALEZ, Anthony",G000588,1984,,0.28,0.252,-111.97883,0.86953,801,42,,0.285,0.245
116,House,29550,24,1,OH,200,,,"CHABOT, Steve",C000266,1953,,0.567,-0.197,-114.97951,0.86782,811,44,,0.493,0.232
116,House,20344,53,4,OK,200,,,"COLE, Tom",C001053,1949,,0.332,0.363,-121.07057,0.86101,809,45,,0.302,0.407
116,House,21355,53,2,OK,200,,,"MULLIN, Markwayne",M001190,1977,,0.519,0.32,-109.95128,0.84844,669,47,,0.553,0.078
116,House,21760,53,1,OK,200,,,"HERN, Kevin",H001082,1961,,0.68,0.066,-98.29511,0.88492,804,42,,0.687,0.078
116,House,21933,53,5,OK,100,,,"HORN, Kendra",H001083,1976,,-0.169,0.519,-119.35155,0.86284,809,50,,-0.17,0.519
116,House,29393,53,3,OK,200,,,"LUCAS, Frank D.",L000491,1960,,0.363,0.42,-64.83199,0.91854,763,25,,0.338,0.609
116,House,15410,72,4,OR,100,,,"DeFAZIO, Peter Anthony",D000191,1947,,-0.428,0.006,-60.63102,0.92484,776,19,,-0.316,-0.342
116,House,20944,72,5,OR,100,,,"SCHRADER, Kurt",S001180,1951,,-0.186,0.058,-121.33937,0.85812,793,52,,-0.139,0.103
116,House,21198,72,1,OR,100,,,"BONAMICI, Suzanne",B001278,1954,,-0.394,-0.403,-18.16049,0.97783,810,6,,-0.448,-0.437
116,House,29588,72,3,OR,100,,,"BLUMENAUER, Earl",B000574,1948,,-0.428,-0.67,-27.46641,0.96625,800,11,,-0.473,-0.831
116,House,29932,72,2,OR,200,,,"WALDEN, Greg",W000791,1957,,0.333,-0.011,-131.97424,0.8481,801,54,,0.281,0.191
116,House,20946,14,15,PA,200,,,"THOMPSON, Glenn",T000467,1959,,0.315,0.394,-91.75952,0.89034,790,31,,0.336,0.403
116,House,21167,14,16,PA,200,,,"KELLY, Mike",K000376,1948,,0.355,0.451,-136.83548,0.84003,785,63,,0.457,0.159
116,House,21170,14,12,PA,200,,,"MARINO, Thomas A.",M001179,1952,,0.352,0.477,-0.28897,0.98751,23,0,,0.0,0.0
116,House,21356,14,10,PA,200,,,"PERRY, Scott",P000605,1962,,0.629,-0.349,-147.39442,0.8298,790,76,,0.582,-0.304
116,House,21358,14,8,PA,100,,,"CARTWRIGHT, Matt",C001090,1961,,-0.366,-0.04,-25.70533,0.96762,781,6,,-0.305,-0.02
116,House,21548,14,2,PA,100,,,"BOYLE, Brendan Francis",B001296,1977,,-0.399,0.127,-35.7985,0.9564,803,15,,-0.392,-0.186
116,House,21566,14,3,PA,100,,,"EVANS, Dwight",E000296,1954,,-0.459,-0.084,-12.61921,0.98427,796,1,,-0.502,-0.076
116,House,21718,14,1,PA,200,,,"FITZPATRICK, Brian K.",F000466,1973,,0.17,-0.186,-176.46885,0.80249,802,73,,0.146,-0.124
116,House,21745,14,11,PA,200,,,"SMUCKER, Lloyd K.",S001199,1964,,0.426,0.262,-78.58353,0.90213,763,36,,0.441,0.197
116,House,21756,14,17,PA,100,,,"LAMB, Conor",L000588,1984,,-0.127,0.195,-118.4256,0.86335,806,63,,-0.14,0.297
116,House,21762,14,5,PA,100,,,"SCANLON, Mary Gay",S001205,1959,,-0.495,0.023,-15.33061,0.98121,808,5,,-0.534,0.121
116,House,21763,14,7,PA,100,,,"WILD, Susan",W000826,1957,,-0.383,0.666,-66.45056,0.92067,804,27,,-0.365,0.641
116,House,21915,14,4,PA,100,,,"DEAN, Madeleine",D000631,1959,,-0.509,0.081,-12.89346,0.98417,808,5,,-0.514,0.075
116,House,21934,14,6,PA,100,,,"HOULAHAN, Christina",H001085,1967,,-0.308,0.529,-43.91994,0.94716,809,14,,-0.312,0.549
116,House,21936,14,13,PA,200,,,"JOYCE, John",J000302,1957,,0.534,0.207,-78.65292,0.90278,769,31,,0.535,0.174
116,House,21945,14,9,PA,200,,,"MEUSER, Dan",M001204,1964,,0.549,0.406,-92.78488,0.8873,776,40,,0.559,0.414
116,House,21956,14,14,PA,200,,,"RESCHENTHALER, Guy",R000610,1983,,0.37,0.316,-96.228,0.88267,771,36,,0.358,0.386
116,House,21985,14,12,PA,200,,,"KELLER, Fred",K000395,1965,,0.502,0.126,-74.61016,0.88416,606,31,,0.507,0.097
116,House,29561,14,18,PA,100,,,"DOYLE, Michael F.",D000482,1953,,-0.331,0.111,-37.44739,0.95312,780,14,,-0.46,-0.347
116,House,20136,5,2,RI,100,,,"LANGEVIN, James",L000559,1964,,-0.375,0.109,-33.54417,0.95929,807,8,,-0.292,0.018
116,House,21172,5,1,RI,100,,,"CICILLINE, David N.",C001084,1961,,-0.39,-0.275,-23.4457,0.97119,802,8,,-0.428,-0.136
116,House,20138,48,2,SC,200,,,"WILSON, Addison Graves (Joe)",W000795,1947,,0.537,0.113,-113.86605,0.86352,776,52,,0.497,0.13
116,House,21174,48,3,SC,200,,,"DUNCAN, Jeff",D000615,1966,,0.734,-0.172,-106.45847,0.87333,786,39,,0.714,-0.132
116,House,21359,48,7,SC,200,,,"RICE, Tom",R000597,1957,,0.596,-0.276,-163.97348,0.81299,792,82,,0.63,-0.319
116,House,21753,48,5,SC,200,,,"NORMAN, Ralph",N000190,1953,,0.793,-0.221,-86.16224,0.89554,781,40,,0.822,-0.184
116,House,21913,48,1,SC,100,,,"CUNNINGHAM, Joe",C001122,1982,,-0.131,0.49,-142.08536,0.83727,800,53,,-0.131,0.49
116,House,21974,48,4,SC,200,,,"TIMMONS, William",T000480,1984,,0.584,0.186,-84.14819,0.88488,688,33,,0.599,0.145
116,House,39301,48,6,SC,100,,,"CLYBURN, James Enos",C000537,1940,,-0.464,0.254,-26.60264,0.96421,730,9,,-0.386,0.083
116,House,21935,37,1,SD,200,,,"JOHNSON, Dustin",J000301,1976,,0.464,0.118,-107.95033,0.87523,810,38,,0.474,0.111
116,House,15019,54,5,TN,100,,,"COOPER, James Hayes Shofner",C000754,1954,,-0.163,-0.031,-91.89198,0.89136,799,23,,-0.264,0.252
116,House,20748,54,9,TN,100,,,"COHEN, Stephen",C001068,1949,,-0.4,-0.35,-26.36698,0.96738,795,10,,-0.406,-0.253
116,House,20947,54,1,TN,200,,,"ROE, David P. (Phil)",R000582,1945,,0.486,0.024,-95.09914,0.88577,784,39,,0.459,0.127
116,House,21178,54,3,TN,200,,,"FLEISCHMANN, Chuck",F000459,1962,,0.455,0.305,-95.8678,0.88851,811,44,,0.411,0.42
116,House,21179,54,4,TN,200,,,"DESJARLAIS, Scott",D000616,1964,,0.583,-0.082,-98.89918,0.88034,776,41,,0.562,0.005
116,House,21731,54,8,TN,200,,,"KUSTOFF, David",K000392,1966,,0.525,0.322,-68.10418,0.9174,790,24,,0.512,0.627
116,House,21905,54,2,TN,200,,,"BURCHETT, Timothy",B001309,1964,,0.672,-0.298,-142.15556,0.83701,799,55,,0.678,-0.311
116,House,21926,54,7,TN,200,,,"GREEN, Mark",G000590,1964,,0.686,-0.033,-84.42457,0.88759,708,39,,0.704,0.041
116,House,21959,54,6,TN,200,,,"ROSE, John",R000612,1965,,0.681,0.02,-111.29408,0.86828,788,46,,0.673,0.048
116,House,20355,49,26,TX,200,,,"BURGESS, Michael C.",B001248,1950,,0.574,-0.202,-153.7096,0.82319,790,75,,0.611,-0.111
116,House,20356,49,31,TX,200,,,"CARTER, John R.",C001051,1941,,0.473,0.599,-134.41883,0.83098,726,59,,0.514,0.649
116,House,20527,49,1,TX,200,,,"GOHMERT, Louie",G000552,1953,,0.63,-0.345,-139.82807,0.82697,736,68,,0.709,-0.435
116,House,20529,49,9,TX,100,,,"GREEN, Al",G000553,1947,,-0.439,0.309,-30.53477,0.96287,807,16,,-0.42,-0.053
116,House,20530,49,10,TX,200,,,"McCAUL, Michael T.",M001157,1962,,0.431,0.089,-152.4519,0.82689,802,65,,0.323,0.263
116,House,20531,49,11,TX,200,,,"CONAWAY, K. Michael",C001062,1948,,0.593,0.367,-81.86616,0.90319,804,36,,0.612,0.494
116,House,20532,49,24,TX,200,,,"MARCHANT, Kenny",M001158,1951,,0.6,0.154,-117.73578,0.83197,640,45,,0.593,0.028
116,House,20533,49,28,TX,100,,,"CUELLAR, Henry",C001063,1955,,-0.228,0.622,-141.75691,0.83909,808,67,,-0.359,0.9
116,House,20948,49,22,TX,200,,,"OLSON, Pete",O000168,1962,,0.548,0.308,-97.94453,0.88099,773,41,,0.587,0.301
116,House,21182,49,17,TX,200,,,"FLORES, Bill",F000461,1954,,0.572,0.293,-108.65018,0.87044,783,40,,0.519,0.198
116,House,21360,49,14,TX,200,,,"WEBER, Randy",W000814,1953,,0.714,0.027,-104.60639,0.87297,770,45,,0.728,-0.032
116,House,21362,49,20,TX,100,,,"CASTRO, Joaquin",C001091,1974,,-0.4,-0.024,-34.33093,0.95705,782,14,,-0.618,-0.155
116,House,21364,49,25,TX,200,,,"WILLIAMS, Roger",W000816,1949,,0.585,0.112,-107.39294,0.87289,790,44,,0.565,0.095
116,House,21365,49,33,TX,100,,,"VEASEY, Marc",V000131,1971,,-0.402,0.285,-31.57868,0.96139,802,10,,-0.339,0.09
116,House,21366,49,34,TX,100,,,"VELA, Filemon",V000132,1963,,-0.313,0.412,-91.95513,0.89193,804,36,,-0.447,0.492
116,House,21549,49,4,TX,200,,,"RATCLIFFE, John",R000601,1965,,0.693,0.113,-74.52081,0.88536,612,34,,0.654,0.116
116,House,21550,49,23,TX,200,,,"HURD, William Ballard",H001073,1977,,0.287,0.228,-175.54897,0.80231,797,77,,0.219,0.277
116,House,21551,49,36,TX,200,,,"BABIN, Brian",B001291,1948,,0.703,0.1,-111.9331,0.86519,773,51,,0.708,0.03
116,House,21700,49,19,TX,200,,,"ARRINGTON, Jodey Cook",A000375,1972,,0.639,-0.074,-125.46236,0.85367,793,65,,0.655,-0.097
116,House,21722,49,15,TX,100,,,"GONZALEZ, Vicente Jr.",G000581,1967,,-0.384,0.669,-81.2325,0.90037,774,36,,-0.533,0.846
116,House,21758,49,27,TX,200,,,"CLOUD, Michael",C001115,1975,,0.667,-0.254,-141.59769,0.83797,801,58,,0.656,-0.272
116,House,21900,49,32,TX,100,,,"ALLRED, Colin",A000376,1983,,-0.435,0.592,-40.05348,0.95075,793,16,,-0.448,0.613
116,House,21911,49,2,TX,200,,,"CRENSHAW, Daniel",C001120,1984,,0.397,0.359,-87.25159,0.89655,799,36,,0.397,0.364
116,House,21917,49,16,TX,100,,,"ESCOBAR, Veronica",E000299,1969,,-0.406,-0.283,-24.55081,0.96985,802,9,,-0.387,-0.226
116,House,21919,49,7,TX,100,,,"FLETCHER, Elizabeth",F000468,1975,,-0.439,0.811,-71.99655,0.91475,808,34,,-0.445,0.84
116,House,21922,49,29,TX,100,,,"GARCIA, Sylvia",G000587,1950,,-0.751,0.524,-46.98039,0.94372,811,14,,-0.726,0.555
116,House,21925,49,5,TX,200,,,"GOODEN, Lance",G000589,1982,,0.723,-0.028,-88.67244,0.89433,794,29,,0.724,0.007
116,House,21961,49,21,TX,200,,,"ROY, Charles",R000614,1972,,0.8,-0.6,-139.01887,0.8392,793,54,,0.919,-0.395
116,House,21973,49,3,TX,200,,,"TAYLOR, Nicholas",T000479,1972,,0.544,-0.12,-143.98937,0.83659,807,71,,0.551,-0.114
116,House,21984,49,6,TX,200,,,"WRIGHT, Ron",W000827,1953,,0.711,-0.09,-67.09875,0.89632,613,24,,0.709,-0.095
116,House,29571,49,35,TX,100,,,"DOGGETT, Lloyd Alton, II",D000399,1946,,-0.402,-0.313,-40.77961,0.94931,784,13,,-0.41,-0.443
116,House,29572,49,13,TX,200,,,"THORNBERRY, William McClellan (Mac)",T000238,1958,,0.525,0.313,-106.92728,0.87159,778,48,,0.502,0.319
116,House,29573,49,18,TX,100,,,"JACKSON LEE, Sheila",J000032,1950,,-0.46,0.127,-21.59258,0.97327,797,10,,-0.558,-0.065
116,House,29760,49,8,TX,200,,,"BRADY, Kevin Patrick",B000755,1955,,0.523,0.219,-112.42564,0.86382,768,49,,0.579,0.307
116,House,29762,49,12,TX,200,,,"GRANGER, Kay",G000377,1943,,0.398,0.238,-108.93411,0.86085,727,51,,0.421,0.396
116,House,39305,49,30,TX,100,,,"JOHNSON, Eddie Bernice",J000126,1935,,-0.485,0.203,-22.54363,0.9719,791,9,,-0.405,0.011
116,House,20357,67,1,UT,200,,,"BISHOP, Robert (Rob)",B001250,1951,,0.537,0.105,-137.88969,0.83287,754,63,,0.573,0.028
116,House,21367,67,2,UT,200,,,"STEWART, Chris",S001192,1960,,0.525,0.155,-91.31498,0.89071,789,40,,0.535,0.266
116,House,21755,67,3,UT,200,,,"CURTIS, John R.",C001114,1960,,0.523,0.01,-101.28441,0.87383,751,40,,0.54,0.052
116,House,21943,67,4,UT,100,,,"McADAMS, Ben",M001209,1974,,-0.069,0.294,-222.21133,0.75982,809,87,,-0.069,0.294
116,House,20750,6,1,VT,100,,,"WELCH, Peter",W000800,1947,,-0.41,-0.351,-23.0306,0.97116,787,10,,-0.53,-0.324
116,House,20756,40,1,VA,200,,,"WITTMAN, Robert J.",W000804,1959,,0.446,-0.016,-134.09787,0.84655,805,58,,0.528,0.142
116,House,20952,40,11,VA,100,,,"CONNOLLY, Gerald E. (Gerry)",C001078,1950,,-0.306,-0.013,-51.44919,0.93801,804,25,,-0.246,-0.077
116,House,21191,40,9,VA,200,,,"GRIFFITH, H. Morgan",G000568,1958,,0.548,-0.43,-179.763,0.79416,780,77,,0.563,-0.363
116,House,21554,40,8,VA,100,,,"BEYER, Donald Sternoff Jr.",B001292,1950,,-0.386,-0.041,-18.77274,0.9766,793,7,,-0.345,-0.198
116,House,21736,40,4,VA,100,,,"MCEACHIN, Aston Donald",M001200,1961,,-0.375,-0.078,-39.0275,0.94398,677,15,,-0.301,-0.033
116,House,21908,40,6,VA,200,,,"CLINE, Benjamin",C001118,1972,,0.697,-0.159,-124.14679,0.85806,811,55,,0.703,-0.184
116,House,21941,40,2,VA,100,,,"LURIA, Elaine",L000591,1975,,-0.187,0.402,-109.87631,0.87197,802,53,,-0.177,0.381
116,House,21957,40,5,VA,200,,,"RIGGLEMAN, Denver",R000611,1970,,0.476,-0.018,-124.62104,0.84949,764,40,,0.478,-0.026
116,House,21966,40,7,VA,100,,,"SPANBERGER, Abigail",S001209,1979,,-0.174,0.455,-106.59994,0.87654,809,39,,-0.165,0.429
116,House,21983,40,10,VA,100,,,"WEXTON, Jennifer",W000825,1968,,-0.413,0.484,-28.67089,0.96518,809,16,,-0.413,0.493
116,House,39307,40,3,VA,100,,,"SCOTT, Robert C.",S000185,1947,,-0.45,0.016,-38.85542,0.95316,810,14,,-0.38,0.125
116,House,20145,73,2,WA,100,,,"LARSEN, Richard Ray (Rick)",L000560,1965,,-0.365,0.19,-39.25832,0.95246,806,10,,-0.374,0.122
116,House,20535,73,5,WA,200,,,"McMORRIS RODGERS, Cathy",M001159,1969,,0.425,0.118,-123.71609,0.8547,788,54,,0.409,-0.016
116,House,21187,73,3,WA,200,,,"HERRERA BEUTLER, Jaime",H001056,1978,,0.355,-0.18,-135.68411,0.80869,639,67,,0.285,-0.059
116,House,21368,73,6,WA,100,,,"KILMER, Derek",K000381,1974,,-0.31,-0.011,-31.7334,0.96153,809,16,,-0.415,0.37
116,House,21369,73,10,WA,100,,,"HECK, Denny",H001064,1952,,-0.312,-0.128,-19.30426,0.9761,798,6,,-0.312,-0.199
116,House,21556,73,4,WA,200,,,"NEWHOUSE, Daniel Milton",N000189,1955,,0.346,0.225,-101.43848,0.87921,788,43,,0.331,0.282
116,House,21726,73,7,WA,100,,,"JAYAPAL, Pramila",J000298,1965,,-0.7,-0.308,-41.02989,0.95025,804,14,,-0.504,-0.824
116,House,21962,73,8,WA,100,,,"SCHRIER, Kim",S001216,1968,,-0.35,0.472,-37.31393,0.95492,809,20,,-0.348,0.448
116,House,29768,73,9,WA,100,,,"SMITH, Adam",S000510,1965,,-0.285,-0.162,-18.06911,0.97756,796,8,,-0.359,-0.216
116,House,31101,73,1,WA,100,,,"DelBENE, Suzan K.",D000617,1962,,-0.282,-0.228,-19.5878,0.97605,808,2,,-0.353,-0.178
116,House,21188,56,1,WV,200,,,"McKINLEY, David",M001180,1947,,0.3,0.184,-138.42836,0.84308,811,56,,0.321,0.322
116,House,21557,56,2,WV,200,,,"MOONEY, Alex X.",M001195,1971,,0.579,-0.288,-163.50169,0.8166,807,68,,0.581,-0.283
116,House,21946,56,3,WV,200,,,"MILLER, Carol",M001205,1950,,0.469,0.301,-83.63857,0.90073,800,32,,0.469,0.299
116,House,14657,25,5,WI,200,,,"SENSENBRENNER, Frank James, Jr.",S000244,1943,,0.638,-0.579,-165.27996,0.78478,682,83,,0.573,-0.267
116,House,20537,25,4,WI,100,,,"MOORE, Gwendolynne S. (Gwen)",M001160,1951,,-0.528,-0.246,-32.861,0.95971,799,15,,-0.433,-0.4
116,House,21189,25,7,WI,200,,,"DUFFY, Sean",D000614,1971,,0.511,-0.109,-100.93909,0.79459,439,46,,0.515,0.012
116,House,21370,25,2,WI,100,,,"POCAN, Mark",P000607,1964,,-0.541,-0.543,-33.03079,0.95945,798,12,,-0.472,-0.882
116,House,21559,25,6,WI,200,,,"GROTHMAN, Glenn",G000576,1955,,0.607,-0.281,-160.36957,0.81522,785,79,,0.606,-0.3
116,House,21720,25,8,WI,200,,,"GALLAGHER, Michael",G000579,1984,,0.444,-0.063,-163.48218,0.8107,779,72,,0.411,-0.078
116,House,21970,25,1,WI,200,,,"STEIL, Bryan",S001213,1981,,0.417,-0.059,-135.6419,0.84422,801,61,,0.421,-0.061
116,House,21989,25,7,WI,200,,,"TIFFANY, Thomas P.",T000165,1957,,0.608,-0.19,-17.50501,0.85649,113,7,,0.59,-0.238
116,House,29769,25,3,WI,100,,,"KIND, Ron",K000188,1963,,-0.261,-0.081,-67.32428,0.91761,783,25,,-0.261,0.178
116,House,21710,68,1,WY,200,,,"CHENEY, Liz",C001109,1966,,0.511,0.402,-116.50845,0.86009,773,52,,0.519,0.467
116,Senate,41705,41,0,AL,100,,,"JONES, Gordon Douglas (Doug)",J000300,1954,,-0.088,0.187,-80.32594,0.88065,632,33,,-0.081,0.234
116,Senate,94659,41,0,AL,200,,,"SHELBY, Richard C.",S000320,1934,,0.435,0.541,-44.24419,0.93544,663,21,,0.437,0.219
116,Senate,40300,81,0,AK,200,,,"MURKOWSKI, Lisa",M001153,1957,,0.212,-0.286,-47.22688,0.927,623,10,,0.283,-0.424
116,Senate,41500,81,0,AK,200,,,"SULLIVAN, Daniel Scott",S001198,1964,,0.45,0.057,-54.9193,0.91886,649,27,,0.51,-0.04
116,Senate,21300,61,0,AZ,100,,,"SINEMA, Kyrsten",S001191,1976,,-0.102,0.067,-85.75078,0.86846,608,27,,-0.065,0.217
116,Senate,21501,61,0,AZ,200,,,"McSALLY, Martha",M001197,1966,,0.345,0.027,-35.62669,0.94281,605,13,,0.338,0.209
116,Senate,41905,61,0,AZ,100,,,"KELLY, Mark Edward",K000377,1964,,-0.189,0.522,-8.22586,0.82948,44,5,,-0.064,0.499
116,Senate,20101,42,0,AR,200,,,"BOOZMAN, John",B001236,1950,,0.405,0.259,-27.49251,0.95968,668,10,,0.354,0.245
116,Senate,21301,42,0,AR,200,,,"COTTON, Tom",C001095,1977,,0.594,0.079,-74.20711,0.89396,662,32,,0.471,-0.083
116,Senate,41701,71,0,CA,100,,,"HARRIS, Kamala Devi",H001075,1964,,-0.709,-0.105,-29.10452,0.90983,308,12,,-0.729,-0.137
116,Senate,49300,71,0,CA,100,,,"FEINSTEIN, Dianne",F000062,1933,,-0.267,-0.183,-77.93752,0.88862,660,24,,-0.263,-0.057
116,Senate,21112,62,0,CO,200,,,"GARDNER, Cory",G000562,1974,,0.444,-0.029,-48.59692,0.92807,651,21,,0.355,-0.009
116,Senate,40910,62,0,CO,100,,,"BENNET, Michael F.",B001267,1964,,-0.228,-0.18,-109.7351,0.82001,553,51,,-0.3,-0.144
116,Senate,20707,1,0,CT,100,,,"MURPHY, Christopher",M001169,1973,,-0.269,-0.195,-156.44021,0.79009,664,68,,-0.165,-0.323
116,Senate,41101,1,0,CT,100,,,"BLUMENTHAL, Richard",B001277,1946,,-0.439,-0.163,-109.16028,0.84798,662,47,,-0.456,-0.173
116,Senate,15015,11,0,DE,100,,,"CARPER, Thomas Richard",C000174,1947,,-0.176,-0.221,-105.84903,0.85265,664,30,,-0.19,-0.211
116,Senate,40916,11,0,DE,100,,,"COONS, Christopher A.",C001088,1963,,-0.229,-0.217,-75.81241,0.88911,645,28,,-0.21,-0.237
116,Senate,41102,43,0,FL,200,,,"RUBIO, Marco",R000595,1971,,0.581,-0.269,-48.32204,0.92684,636,19,,0.517,-0.102
116,Senate,41903,43,0,FL,200,,,"SCOTT, Richard Lynn (Rick)",S001217,1952,,0.63,0.03,-60.1253,0.9106,642,29,,0.547,0.065
116,Senate,29909,44,0,GA,200,,,"ISAKSON, Johnny",I000055,1944,,0.402,-0.011,-10.54373,0.96184,271,2,,0.336,0.153
116,Senate,41501,44,0,GA,200,,,"PERDUE, David Alfred, Jr.",P000612,1949,,0.562,-0.075,-38.26812,0.93689,587,19,,0.474,0.156
116,Senate,41904,44,0,GA,200,,,"LOEFFLER, Kelly",L000594,1970,,0.555,-0.203,-18.40266,0.9218,226,7,,0.556,-0.201
116,Senate,20713,82,0,HI,100,,,"HIRONO, Mazie",H001042,1947,,-0.512,-0.085,-88.60931,0.87256,650,44,,-0.575,-0.002
116,Senate,41112,82,0,HI,100,,,"SCHATZ, Brian Emanuel",S001194,1972,,-0.443,-0.112,-98.2056,0.8565,634,43,,-0.466,-0.111
116,Senate,29345,63,0,ID,200,,,"CRAPO, Michael Dean",C000880,1951,,0.51,0.301,-32.83912,0.95175,664,17,,0.492,0.65
116,Senate,40902,63,0,ID,200,,,"RISCH, James",R000584,1943,,0.614,0.546,-26.68283,0.95978,650,16,,0.573,0.636
116,Senate,15021,21,0,IL,100,,,"DURBIN, Richard Joseph",D000563,1944,,-0.348,-0.307,-135.18906,0.81402,657,72,,-0.287,-0.12
116,Senate,21325,21,0,IL,100,,,"DUCKWORTH, Tammy",D000622,1968,,-0.336,0.108,-96.39273,0.86138,646,36,,-0.376,0.208
116,Senate,21133,22,0,IN,200,,,"YOUNG, Todd",Y000064,1972,,0.472,-0.015,-71.5077,0.89658,655,33,,0.46,-0.329
116,Senate,41900,22,0,IN,200,,,"BRAUN, Michael",B001310,1954,,0.8,0.6,-61.55663,0.91133,663,29,,0.837,0.335
116,Senate,14226,31,0,IA,200,,,"GRASSLEY, Charles Ernest",G000386,1933,,0.346,-0.068,-62.68716,0.90913,658,22,,0.491,0.026
116,Senate,41502,31,0,IA,200,,,"ERNST, Joni",E000295,1970,,0.526,-0.08,-57.24954,0.91643,656,22,,0.544,-0.139
116,Senate,14852,32,0,KS,200,,,"ROBERTS, Charles Patrick (Pat)",R000307,1936,,0.413,-0.09,-23.41567,0.96396,638,2,,0.339,0.203
116,Senate,29722,32,0,KS,200,,,"MORAN, Jerry",M000934,1954,,0.412,0.206,-84.67657,0.86899,603,34,,0.452,-0.276
116,Senate,14921,51,0,KY,200,,,"McCONNELL, Addison Mitchell (Mitch)",M000355,1942,,0.403,0.013,-63.60565,0.90917,668,16,,0.297,0.201
116,Senate,41104,51,0,KY,200,,,"PAUL, Rand",P000603,1963,,0.876,-0.482,-175.72862,0.74864,607,92,,0.879,-0.477
116,Senate,20919,45,0,LA,200,,,"CASSIDY, Bill",C001075,1957,,0.456,-0.1,-49.61356,0.92415,629,25,,0.504,-0.06
116,Senate,41703,45,0,LA,200,,,"KENNEDY, John Neely",K000393,1951,,0.599,0.222,-76.60911,0.88962,655,30,,0.681,-0.043
116,Senate,41300,2,0,ME,328,,,"KING, Angus Stanley, Jr.",K000383,1944,,-0.158,-0.224,-83.89903,0.88197,668,33,,-0.167,-0.201
116,Senate,49703,2,0,ME,200,,,"COLLINS, Susan Margaret",C001035,1952,,0.115,-0.539,-61.02603,0.91269,668,17,,0.139,-0.404
