"","source","meta_id","user_id","screen_name"
"176","members_of_congress","MH11722131","1128147829606600706","teresafornm"
"177","members_of_congress","MH11722130","1082329240681492481","jakelaturner"
"178","members_of_congress","MH11722130","1345850704800468993","replaturner"
"179","members_of_congress","MH11722129","2355919591","youngkimca"
"180","members_of_congress","MH11722129","1344677401465397249","repyoungkim"
"181","members_of_congress","MH11722128","4863545294","kaikahele"
"182","members_of_congress","MH11722127","1345883634046279681","repmondaire"
"183","members_of_congress","MH11722127","872143958847045632","mondairejones"
"184","members_of_congress","MH11722126","1345103905869455361","repsarajacobs"
"185","members_of_congress","MH11722126","1656913327","sarajacobsca"
"186","members_of_congress","MH11722125","1201953403099893760","ronnyjacksontx"
"187","members_of_congress","MH11722125","1341903465610686464","repronnyjackson"
"188","members_of_congress","MH11722124","18189966","hinsonashley"
"189","members_of_congress","MH11722124","1340783304304410625","repashleyhinson"
"190","members_of_congress","MH11722123","898787903609765890","yvette4congress"
"191","members_of_congress","MH11722123","1344416719260016641","repherrell"
"192","members_of_congress","MH11722122","1345787285179162624","repharshbarger"
"193","members_of_congress","MH11722122","1237911282440982528","dharshbargertn1"
"194","members_of_congress","MH11722121","1344356576786866176","repmtg"
"195","members_of_congress","MH11722120","1345536897838436353","repbobgood"
"196","members_of_congress","MH11722120","1191470062340845568","goodforcongress"
"197","members_of_congress","MH11722119","1124044084669288450","tonygonzales4tx"
"198","members_of_congress","MH11722119","1343627416120532992","reptonygonzales"
"199","members_of_congress","MH11722118","1343679195034103808","repcarlos"
"200","members_of_congress","MH11722117","1344349650447433729","repgarbarino"
"201","members_of_congress","MH11722116","1343664721384398849","repfranklin"
"202","members_of_congress","MH11722115","1169399788539928576","fitzgeraldforwi"
"203","members_of_congress","MH11722114","1344375287484723205","repfischbach"
"204","members_of_congress","MH11722114","1159929043816460288","fischbachmn7"
"205","members_of_congress","MH11722113","1345135363761852416","repfeenstra"
"206","members_of_congress","MH11722113","23764160","randyfeenstra"
"207","members_of_congress","MH11722112","1343258042704527362","reppatfallon"
"208","members_of_congress","MH11722112","256157258","fallonfortexas"
"209","members_of_congress","MH11722111","96015533","byrondonalds"
"210","members_of_congress","MH11722109","1344007696555663360","repcawthorn"
"211","members_of_congress","MH11722109","1207874097251639296","cawthornfornc"
"212","members_of_congress","MH11722108","2237925464","carlforalabama"
"213","members_of_congress","MH11722108","1341091420439015424","repjerrycarl"
"214","members_of_congress","MH11722107","1214912699311837184","kat_cammack"
"215","members_of_congress","MH11722107","1344325638983987201","repkatcammack"
"216","members_of_congress","MH11722106","1002630999052865536","repcori"
"217","members_of_congress","MH11722106","4696552878","coribush"
"218","members_of_congress","MH11722105","1138076821533155328","jamaalbowmanny"
"219","members_of_congress","MH11722105","1344389506963808264","repbowman"
"220","members_of_congress","MH11722104","1343620645452595200","repbourdeaux"
"221","members_of_congress","MH11722104","881222783170228224","carolyn4ga7"
"222","members_of_congress","MH11722103","1201670995435646976","laurenboebert"
"223","members_of_congress","MH11722103","1342989756611907584","repboebert"
"224","members_of_congress","MH11722102","32289500","stephaniebice"
"225","members_of_congress","MH11722102","1344260196227555334","repbice"
"226","members_of_congress","MH11722101","1216104257989963776","cliffbentz"
"227","members_of_congress","MH11722101","1345788865911656454","repbentz"
"228","members_of_congress","MH11722100","4870048156","jakeauch"
"229","members_of_congress","MH11722100","1330278736554582016","repauchincloss"
"230","members_of_congress","MH11721990","1276232539510919168","repjacobs"
"231","members_of_congress","MH11721989","1267841066335682562","reptiffany"
"232","members_of_congress","MH11721988","1262531473057423361","repmikegarcia"
"233","members_of_congress","MH11721988","1114694580232904704","electmikegarcia"
"234","members_of_congress","MH11721987","1173978070535024642","repgregmurphy"
"235","members_of_congress","MH11721986","1912799826","jdanbishop"
"236","members_of_congress","MH11721985","1136060761422405633","repfredkeller"
"237","members_of_congress","MH11721984","1080854935535800320","repronwright"
"238","members_of_congress","MH11721983","1017819745880543238","repwexton"
"239","members_of_congress","MH11721983","2212905492","jenniferwexton"
"240","members_of_congress","MH11721979","1080539438508400642","repunderwood"
"241","members_of_congress","MH11721979","872156132688711681","laurenunderwood"
"242","members_of_congress","MH11721978","1080573351914061825","repdavidtrone"
"243","members_of_congress","MH11721977","1079802482640019456","reploritrahan"
"244","members_of_congress","MH11721975","1079769536730140672","reprashida"
"245","members_of_congress","MH11721975","435331179","rashidatlaib"
"246","members_of_congress","MH11721974","1079770852302958592","reptimmons"
"247","members_of_congress","MH11721973","1075040139351597056","repvantaylor"
"248","members_of_congress","MH11721972","1076161611033968640","rephaleystevens"
"249","members_of_congress","MH11721972","391445643","haleylive"
